,id,correct,date,naive_date_confidence,total,naive_total_confidence,text
263,633,False,1990-06-01 00:00:00,0.2667,0.11,0.1729333333333333,"Article Qté Prix € Total
Thon blanc t10 ligne
5.5/ 0,685 kg 16,90 11,5

TOTAL : 11,5€
En espèce : 11,5
À rendre : 0.0
Taux HT TVA Total
5.50 10,98 0,60 11,5
Utl: Maverick
MERCI ET A BIENTÔT
"
265,637,False,2017-06-18 12:14:00,0.6716,0.91,0.6694333333333333,"0 SAISONS
TEL: 09.53.76.56.30
www.osaisons.com
Balance: 1 Client: 25
Date : 18/06/2017 12: 14
Vendeur : 2
Num Ticket : 106
kg € /kg €
AIL
0.080 12,00 0,96
TOTAL: 0.96
Dont TVA 5.50%: 0,05 €
Total TVA : 0.05 €
Total HT : 0.91 €
1 transaction(s)
1 Article(+)
Payé : 1, 00 €
Rendu: 0.04 €
osaisons@gmail.com
Merci de votre visite
"
269,647,False,2017-06-09 15:12:00,0.6350333333333333,71.01,0.1681,"GEMO
LA CHAMPAGNE SAINT GEORGE
17100 SAINTES
05 46 92 50 84
MAG: 05169 VD.: 03 DANIELLE
Le 09/06/2017 à 15h 12mn
REFERENCE Pt/Taille
Qte P.U St/Total
BERMUDA BEIGE.
40.17.821.0338 420 42
1 14.99 14.99 A
TOTAL TTC EUR (1 art) : 14.99
Taux H.T. TVA
A 20.00 12.49 2.50
A CONSERVER POUR TOUT
ECHANGE
Espèces EUR : 15.00
Rendu EUR : 0.01
016/00758199/21387101
"
270,649,False,2017-06-07 17:49:00,0.6172,34.08,0.3349666666666666,"E.LECLERC
SAINT JEAN D’ANGELY
**********
VOUS SOUHAITE
LA BIENVENUE
TEL.: 05.46.32.11.83
Caisse 004-0114 17 juin 2017 17:49
Ticket 17/06/17 0 04IY 05900
TTC TVA
BLE PRE-CUIT 10 MIN 1.14 2
15SACS POUB.NF ENVIRON.50L.15P 1.85 5
DEO REXONA W0MEN MUSC ATO 200M 2.43 5
Total 3 articles 5.42
Especes 5.42
Rendu 0.00
Code HT TVA TTC
2 5%50 1.08 0.06 1.14
5 20%00 3.57 0.71 4.28
Avec la carte E.Leclerc
CUMUL DISPONIBLE AU 18/06/17 : 13.57 €
Ce CUMUL DISPONIBLE est à valoir sur
vos prochains achats dans tous les
magasins E.LECLERC participant à
l\'opération et sur présentation de
votre carte E.LECLERC.
Modalités, durée de validité à l’accueil
En 2017, vous avez obtenu en tout,
grâce à la carte E.Leclerc,
34.08 €,
Merci de votre fidelité
NOUS VOUS REMERCIONS
DE VOTRE VISITE
ET TOUJOURS PLUS
D’AVANTAGES AVEC LA
CARTE E.LECLERC
DE VOTRE MAGASIN"
274,654,False,1997-03-02 00:00:00,0.3008333333333333,83.0,0.5004000000000001,"Primark France SAS
Centre Commercial Qwartz
4, boulevard Gallieni – CS 20008
92397 Villeneuve-Ia-Garenne Cedex
Téléphone : 01 40864408
VENTE
6306001 5PK W00DEN HANGE 2.00
6856749 CROCHET FRONT VE 4.00
0040740 CROCHET FRONT VE 4.00
6856722 CROCHET FRONT VE 4.00
0040713 CROCHET FRONT VE 4.00
7674003 COLD SHOULDER SH 11.00
1788912 EMBROID PEPLUM C 11 00
2564805 DBL LAYER CROSSB 8.00
0770523 BORDER PRINT CLD 9.00
3811510 3/4 SLV EMBROIDE 15.00
2564823 DBL LAYER CROSSB 8.00
2622969 7PK TRAINER LINE 3.00
Total €83.00
MasterCard €83.00
Numéro de carte: ************7132 <I>
MID ****86228
Aut. Code 266533
AID A0000000041010
Nom d appliquant MASTERCARD JEUNE
TID ****6978
Sequence No 00
PIN vérifié
S’il vous plaît conservez vos archives
Magasin :0221 Caisse :003 Tran :213353
Date : 05/06/17 Heure :14:45 Opér : 1221293
Article(s) Vendu(s) : 12
Article(s) Retourné(s) : 0
Adresse du siege
Primark France SAS
C/0 TMF Pole
52 Rue de la Victoire
75009 Paris
France
SIREN
790 858 294 R.C.S. PARIS
No. de TVA
FR 96 790 858 294
Politique de remboursement
et d’échanges
Nous sommes heureux de vous échanger
ou rembourser tout article jusqu’au
03/07/2017, à condition qu’il soit dans
un état vendable et avec son
ticket de caisse.
Pour des raisons d’hygiène les
slips/calçons, ensemble de
sous-vêtements, boucle
d’oreilles/piercing et les cosmétiques
ouverts ou non-étanches ne sont ni
échangés ni remboursés.
Les maillots de bains avec une
protection hygiénique intact peuvent
être échangés ou remboursés.
Cela ne modifie pas vos droits statutaires
MERCI
Cartes-cadeaux disponibles en magasin
www.primark.com
221003213353050617
"
282,669,False,2018-02-01 02:38:55,0.7367333333333334,3.72,0.1702333333333333,"Fruits-Tradition
Tel: 02 38 55 12 18
14 05 2017 11 14 2( 1) # 1 T0147
kg €/k g €
POMME
2.180 1.20 2,62
SALADE
1x 1.10 1.10
2 Art. Tot 3.72
# FREDERIQUE
Merci de votre visite
"
286,681,False,2000-09-03 20:17:12,0.4794,19.0,0.5017666666666667,"BURGER KING
RESTAURANTS
#24111
AVENUE HENRI BECQUEREL LES MINIMES
17000 LA ROCHELLE
SIRET: 808 944 110 00010
A EMPORTER
*CRUNCHY CHICKEN BBQ
*9 ONION RINGS
EXTRA HOT DIP
MINUTE M 33CL ORANGE
*XXL DOUBLE BAC CHS
*6 ONION RINGS
curry dip
*50 CL S.PELLEGRINO
CHS BURGER 1.60
HT TVA TTC
TVA 10 % 13.81 1.38 15.19
TVA 5.5 %  3.61 0.20 3.81
TOTAL TTC 19.00
Kiosk Crédit 19.00
MONNAIE 0.00
>>> COMMANDE BORNE <<<
Merci de votre visite
A bientôt chez Burger King
Offre spéciale au dos de ce ticket
ven. juin 02 2017 12:39 T=00G
"
287,682,False,2020-07-01 02:16:28,0.6209,50.73,0.6673333333333333,"HYPER U
Coop Atlantique
Saintes
Cours Maréchal Leclerc / BP 56
17102 Saintes
Tel : 05 46 93 32 70
Opérateur Date Heure TPV Ticket
129 LC 03/02/17 20:02 16 281069
>>>> CHARC.TRAIT.SAUC.SECS L
CHILI CON CARNE 300G 3,13 €
PLET RISOTTO 280G  2,99 €
BETTERAVES ROUGES U BIO 200G 1,69 €
PIZZ’OO CHEV/LAR 200G 1,51 €
>>>> BEAUTE SANTE
LINGET.DEMAQ.NIVEA 2,90 €
>>>> BOUCH.VOL.ATELIER
FARCE A TOMATE 2,59 €
>>>> CHARCT.TRAIT.TRADT.
BRUSCHETTA 0CEANE 270G 3,95 €
CHIFFON.JB0N M0NT.VPF USAV100G 2,36 €
>>>> CREMERIE L.S.
MN CHEVRE FRAIS 15% COUP.6X20G 2,18 €
TIRAMISU SPECULOOS USAV.2X100G  2,05 €
CHEVRE CHAUD X 4 1,89 €
LIEGEOIS P0M/ABRIC X4 1,80 €
CREME FR.EP.15% BRIDELICE 10CL 0,51 €
>>>> POISSONNERIE
FLT MERLU BLC MEUNIERE U 220G 3,58 €
>>>> EPICERIE
SENS.FRT CRAN/FRAMB.LINDT 150G 3,79 €
ASPERGES VERTES EN BOCAL 1,79 €
>>>> PAT INDUSTRIELLE
MADELEINET.CHOC NOIR 2,29 €
BAGUETTES FENDUES 1,28 €
>>>> SURGELES
TARTE THON.TOMAT.MOUTARD.U400G 2,30 €
>>>> LIQUIDES
NECTAR OR./PECH./ABRI.BIO 1,5L 1,78 €
1,5L VOLVIC JUICY FRTS RGES 1,24 €
>>>> FRUITS ET LEGUMES
POIVRON ROUGE 0,96 €
0,192 kg x 4,99 €/kg
CHAMPIGN.BLC P/COUPE A FARCIR 0,43 €
0,108 kg x 3,99 €/kg
POMME DE TERRE ILE DE RE 0,70 €
0,422 kg x 1,65 €/kg
>>>> BVP
PAIN CHOCOLAT PB SELECTION X2 1,20 €
TOTAL 25 Article(s) 50,73 €
CARTE BANCAIRE EUR 50,73 €
11 / Taux Réduit 5,5% = 2,49 €
13 / Taux Normal 20% % 0,48 €
AVEC LA CARTE U VOUS AURIEZ OBTENU
0,20 €
CARTE U : DU 7 AU 14 FEVRIER
25 % OFFERTS EN EUROS CARTE U
AUX RAYONS SOUS VÊTEMENTS
ET LINGERIE NUIT FEMME
(Voir conditions à l’accueil du magasin)
Opérateur Date Heure TPV Ticket
129 LC 03/02/17 20:19 16 281069
Du lundi au jeudi 9h – 20h
le vendredi 9h – 21 h
le samedi 9h – 20h
Merci de votre visite. A bientôt.
hyperu.saintes@systeme-u.fr
6631442016281069
"
288,683,False,2017-05-06 17:54:00,0.6246666666666667,91.9,0.3341333333333333,"E.Leclerc
124 . bld Andre Sautel
17028 LA ROCHELLE
cedex
TEL 05 46 34 18 67
Caisse 021-0075 26 mai 2017 17:54
Ticket 26/05/17 0 0L6J 05600
TTC TVA
>> EPICERIE SECHE
TWINUTS ORIGINAL BACON, 150G 0.90 2
CHIPS VINAIGRE, 125G 1.11 2
MINI-FLUT TOM OLV 0RI, 100G 1.15 2
MENTHE S.S.3X25G 2.90 5
>> CREMERIE
CAMEMB.ENT. 21%MG,250G 1.54 2
>> BOUCHERIE
AGNEAU K7 COTE*** A GRILLER 8.79 2
AGNEAU K7 COTE** A GRILLER 8.61 2
>> FRUITS ET LEGUMES
RADIS 0.99 2
BANANES 1.62 2
CITRON VERT 0.42 2
PECHES BLANCHES OU JAUNES 1.18 2
TOMATE MELI MELO 2.20 2
OLIVES VERTES CASS/PERSIL-AIL 2.49 2
CONCOMBRE 0.85 2
FRAISE MARA DES BOIS 3.20 2
>> LIQUIDES
1664 BLANCHE 12X25CL 5D,3L 7.56 5
JOKER PUR JUS D’ORANGE PULPE.1 1.76 2
SANGRIA, 150CL 1.75 5
COCKTAIL SS ALCOOL PINA COLADA 1.99 2
RHUM HAVANA CLUB 40D-ANEJ0 SP 16.33 5
>> VOLAILLES
AILES DE POULET AU PAPRIKA 5.30 2
>> CHARCUTERIE
SAUCISSON ST AGAUNE,200G 3.78 2
>> BOULANGERIE
BAGUET/ANCIENNE 0.58 2
>> MSES GENERALES SAISON.
BOX GRILLE SIMPLE 57 X30.1P 14.90 5
Total 24 articles 91.90
CB 91.90
Rendu 0.00
Code HT TVA TTC
2 5%50 45.93 2.53 48.46
5 20%00 36.20 7.24 43.44
***********************************
TOUT ARTICLE SERA
ECHANGE
SOUS 15 JOURS
(Hors sous vêtements et produits frais)
AVEC LE TICKET DE CAISSE obligatoire.
produit dans l’emballage d’origine
non ouvert;
remboursement uniquement par avoir
*******************
E. LECLERC
MERCI DE VOTRE
VISITE
A BIENTOT"
290,688,False,1996-03-01 05:46:00,0.6674,115.92,0.6673666666666667,"OKaïdi
www.okaidi .corn
La Rochelle CC Beaul
C.Cial Beaulieu (0057)
17138 PUILBOREAU
Tel : 05 46 01 03 96
Franchise Okaïdi,
Commerçant indépendant.
18/03/2017 10:55
Numéro ticket : 010370775 / 1
3604276094458 Jupe NIIMP0RT0U 0KF GE 4
= 19.99 €
3604275421972 0KF PER PANT SKINNY fa 2
= 19.99 €
3604275430868 0KFBP2/P3 TS ALEXIA El 6
= 5.99 €
3604275323665 LOT 3 BOXERS BESS E17 5
= 8.99 €
3604275099270 SS VET/ LOT 3 slips PL 5
= 8.99 €
3604275430943 0KFBP2/P3 TS ADELE E17 6
= 4.99 €
3604275258042 0KF PER SKINNY DENIM B 5
= 21.99 €
3604275247176 0KF F0CUS TABLE PULL A 6
= 24.99 €
Total 115.92 €
Carte bancaire : 115.92 €
Taux TVA Montant H.T. T.V.A.
20 % 96.59 € 19.33 €
Service Clients : 09 69 39 23 90
Appel non surtaxé
customerservice@okaidi.corn
Tout article non porté peut être
échangé ou remboursé sous un mois
sur présentation du ticket de caisse
original dans tous les magasins Okaidi
de France métropolitaine
(hors maillots de bain, sous-vêtements
et magasins d’usine).
Les articles réglés par carte cadeau
Okaïdi Obaïbi, chèques cadeaux
Kadéos, Cad’hoc et Sodexo TirGroupé
peuvent faire l’objet uniquement
d’un échange sous 1 mois.
Merci de votre visite et à bientôt.
01037077500057
"
291,689,False,2013-04-03 16:51:00,0.5459666666666666,13.17,0.3347333333333333,"419 – PICARD SURGELES SAS
52 COURS DU MAR. LECLERC
17100 SAINTES
0546917475
L’enseigne préférée des Français
12 min-moelleux 6.50 €
f
*C.ricotta 350g 3.30 €
*2 Clafouti tom 3.50 €
TOTAL (3) 13,30€
CB sans contact 13.30 €
 Mt HT Mt TVA Mt TTC
VI 5.5 % 12,61 0,69 13,30
Caisse Date Heure Ticket Empl
2 03.03.17 16:51 341317 EARN
PROGRAMME DE FIDELITE – Inscrivez-vous
et recevez régulièrement : réductions,
surprises, actualités, idées recettes.
Rendez-vous sur WWW.PICARDETMOI.FR

6600419002341317
"
293,691,False,1983-07-03 18:33:00,0.5428666666666667,72.0,0.3341333333333333,"343 – PICARD SURGELES SAS
130 RUE DU FAUBOURG DE BOURGOGNE
45000 ORLEANS
0238520892
L’enseigne préférée des Français

Risotto cèpes 3.20 €
Colin provençal 2.95 €
*Gnocchis pesto 2.85 €
Haché Pi x10 5% 10.75
*Poulet pestoFE
2 * 2.00 4,00
*Parm.poulet FE 2.50 t
*Chili Carne FE 2.00 €
*Tartiflette FE 2.00 €
*Poulet/pâte FE 1.80 €
F. merlu 400g 6.95 €
*Trio riz camar 2.90 €
*Poulet cury FE 2.00 *
*Riz italienne 2.70 €
*Riz basma lég 2.45 €
Filet poulet 1k 12.95 €
------------
TOTAL( 16) 62,00 €
Espèces 72.00 €
Rendu Espèces 10.00 €
Mt HT Mt TVA Mt TTC
V1 5.5 % 58,77 3,23 62,00
Caisse Date Heure Ticket Empl
2 28.12.16 18:33 378333 GFIL
--------------
*PROGRAMME DE FIDELITE – Inscrivez-vous
et recevez régulièrement : réductions,
surprises, actualités, idees recettes.
Rendez-vous sur WWW.PICARDETMOI.FR
6600343002378333
"
295,695,False,2001-02-12 18:37:27,0.4122666666666666,5.67,0.5014,"A L D I
ALDI ST JEAN BRAYE BIENVENUE
ALDI VOUS SOUHAITE DE JOYEUSES FETES
VENEZ DECOUVRIR TOUS NOS PRODUITS FESTIFS
DU LUNDI AU SAMEDI DE 8H30 – 19H30
MERCI DE VOTRE FIDELITE
ROCHERS 4X35G NOIR 0,99
R-TOMATE/CHOUX FARCI 900G 2,89
FROMAGE CHEVRE FRAIS 1,79
A PAYER EURO 5.67
COMPTANT 10.07
RETOUR 4.40
TVA Net MONTANT TVA BRUT
B 5.50% 4,44 0,24 4,68
C 20.00% 0,83 0,16 0,99
NOMBRE ARTICLES 3
ALDI
VOUS REMERCIE DE VOTRE VISITE
RETROUVEZ L ADRESSE DE TOUS NOS MAGASINS
SUR www.aldi.fr
01(3!048 9632 % 18:37 27.12.2016
"
296,698,False,2017-07-01 06:52:00,0.4927666666666667,5.1,0.5015333333333334,"SSP France
BRIOCHE DOREE
LES BUFFETS DES GARES DE FRANCE
85 QUAI AUSTERLITZ 75013
1800001 Fatma A
Fct 1349 CHK:0001-023883 Cvt 0
Mar17’17 06:52PM
A emporter
1 Bag Poulet 5.10
Crudités
Especes 50.10
0.46 TVA 10% 5.10
TTL Net 4.64
Sous Total 5.10
Reglement 5.10
A Rendre 45.00
*** Merci et bon voyage ***
RCS Paris : 310161385
Votre avis nous interesse
Code UR: 918140
Rendez-vous sur notre site web
go to the website
www.eatonthemove.com/FR
"
298,703,False,1990-05-04 05:46:00,0.5811333333333334,183.54,0.5018666666666667,"LES SERRES DES ANGLOIS
17 690 ANGOULINS SUR MER
TEL 05 46 45 90 80
Balance: 1 Client: 92
Vendeur : 5 HUGUES
Num Ticket : 1
kg € /kg €
MACHE
0,070 10,00 0,70
SALADE
1 Art x 0,90 0,90
ENDIVE
0,345 4,90 1,69
BLETTE
0,265 4,50 1,19
CHOU CHINOIS
0,340 3,80 1,29
BROCOLIS
0,485 3,00 1,46
POIREAU
0,685 5,90 4,04
CONCOMBRE
1 Art x 1,60 1,60
COURGETTE
0,590 3,00 1,77
CLEMENTINE
0,895 3,40 3,04
POMMES
0,580 2,26 3,90
POMME DE TERRE
1,865 2,20 2,20
CAROTTE
0,615 2,50 1,54
CITRON
0,245 3,20 0,78
OIGNON
0,705 2,30 1,62
TOTAL: 27,98
1 EURO = 6.55957 FRANC
TOTAL En FRANC 183,54 F
15 transaction(s)
15 Article(+)
0546459080
"
300,705,False,2017-02-03 14:47:00,0.5432,69.96,0.5007333333333334,"BIOCOOP REGAIN 
LUNDI DE 14HOO A 19HOO
MARDI AU SAMEDI : 9HOO-19HOO
DESIGNATION MONTANT €
Vendeur : MICKAEL
SPAGHETTI RIZ SS GLUTEN
1 X 5.25€ 5.25
BICARBONATE DE SOUDE KG
1 X 4.10€ 4.10
PERCARBONATE SOUDE 1KG
1 X 5.60€ 5.60
CHOCOLAT NOIR PEPITES
1 X 2.95€ 2.95
MAYONNAISE NATURE
1 X 3.80€ 3.80
NOIX DE CAJOU VRAC
0.335kg X 20,45€/kg 6,85
HUILE LIN FRANCE 25CL
1 X 6.70€ 6.70
RIZ BASM 1/2 COMPL VRAC
0.705kg X 4,80€/kg 3,38
NOIX DU BRESIL VRAC
0.400kg X 24,50€/kg 9,80
HUILE OLIVE CAVANA 75CL
1 X 6.40€ 6.40
BANANE
1.035kg X 2,25€/kg 2,33
GOURDE YAOURT FRAISE/BANANE
1 X 4.20€ 4.20
GOURDE YAOURT FRAISE/BANANE
1 X 4.20€ 4.20
DESSERT CHOCOLAT/BREBIS 125G
1 X 1.10€ 1.10
DESSERT CHOCOLAT/BREBIS 125G
1 X 1.10€ 1.10
DESSERT BREBIS VANILLE BERGERIE DE LOZER
1 X 1.10€ 1.10
DESSERT BREBIS VANILLE BERGERIE DE LOZER
1 X 1.10€ 1.10
TOTAL € 69,96
CARTE CREDIT Euro 69.96€
Taux Mt HT T.V.A Mt TTC
5.50% 57,12 3,14 60,26
20.00% 8,08 1,62 9,70
Ticket : 1-01605 Dt 23/2/17 14h47
17690 ANGOULINS TEL: 05 46 42 05 03
REGAIN VOUS REMERCIE DE VOTRE VISITE
"
301,707,False,2020-02-07 00:00:00,0.2392,56.29,0.5017333333333334,"BOUCHERIE D ANTAN
ROUTE NATIONALE
17220 LA JARNE
Balance: 1 Client: 706
Vendeur: 6 User 6
Rayon : 1 -
Num Ticket : 4424
kg   € /kg   €
Divers
O, 450 18, 50 8, 33
Divers
0,595  26, 80  15, 95
Divers
O, 630  18, 50  11, 66
Divers
O, 365  12, 80  4, 67
Divers
O, 670  18, 80  12, 60
Divers
O, 115  26, 80  3, 08
TOTAL : 56,29
6 transaction(s)
6 Article(+)
"
